o_iso,d_iso,year,Business Services,Financial Services,Leisure and Entertainment,Metals,Plastics and Rubber,Warehousing and Storage,Aerospace,Agribusiness,Beverages,"Coal, Oil and Natural Gas",Communications,Electronics,Healthcare,Hotels and Tourism,"Industrial Machinery, Equipment and Tools",Non-Automotive Transport OEM,Software and IT Services,Textiles,Transportation,"Paper, Printing and Packaging",Consumer Products,Building and Construction Materials,Ceramics and Glass,Medical Devices,Pharmaceuticals,Real Estate,Wood Products,Automotive Components,Minerals,Semiconductors,Chemicals,Engines and Turbines,Business Machines and Equipment,Biotechnology
DEU,TUR,2008,1,12,0,12,0,0,0,1,0,181,0,9,0,0,3,0,2,1,13,0,18,0,0,2,0,24,0,16,0,0,8,0,0,0
DEU,TUR,2010,3,0,0,1,0,72,0,9,0,62,0,47,0,1,1,4,0,1,2,0,14,0,0,0,0,33,3,64,0,0,0,1,0,0
DEU,TUR,2016,1,6,0,4,17,99,0,3,0,2,1,5,0,0,11,3,2,2,33,0,3,1,1,0,0,0,0,96,0,0,13,0,0,0
DEU,TUR,2018,0,1,0,7,5,2,0,3,0,0,1,15,0,0,19,0,0,3,4,1,0,13,2,0,0,0,0,16,0,0,17,4,0,0
DEU,TWN,2004,0,1,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
DEU,TWN,2006,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0
DEU,TWN,2008,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0
DEU,TWN,2010,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
DEU,TWN,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,4,1,0,0,0
DEU,TWN,2016,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,0,0,0
DEU,TWN,2018,0,3,0,1,21,54,0,0,0,0,1,2,0,0,1,1,2,0,12,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0
DEU,TWN,2012,0,0,0,10,14,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,TZA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DEU,TZA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DEU,TZA,2014,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
DEU,TZA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEU,TZA,2012,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,TZA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,UGA,2004,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,UGA,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,UGA,2008,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,UKR,2004,0,0,0,0,0,0,2,27,0,0,5,0,0,1,0,0,0,0,8,2,5,6,0,0,0,3,0,18,0,0,0,0,1,0
DEU,UKR,2006,0,21,0,0,0,7,0,18,0,0,0,1,0,0,1,0,0,0,2,0,3,37,0,0,0,2,0,7,0,0,5,0,0,0
DEU,UKR,2008,1,9,4,0,2,0,0,18,0,2,0,20,0,0,2,0,2,3,6,0,13,20,0,0,0,0,0,2,0,0,0,0,0,0
DEU,UKR,2010,0,11,0,0,1,9,0,20,0,0,0,0,0,0,0,0,6,4,9,0,24,12,0,0,0,0,0,14,0,0,2,0,0,0
DEU,UKR,2012,0,3,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0
DEU,UKR,2016,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
DEU,UKR,2018,0,0,0,0,0,1,0,16,0,0,0,3,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,4,0,0,0
DEU,UKR,2014,1,13,0,1,1,15,0,0,0,0,0,0,0,0,5,0,2,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
DEU,URY,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,URY,2014,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEU,URY,2012,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,URY,2010,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,URY,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,URY,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DEU,URY,2016,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,USA,2004,2,4,0,11,10,0,3,8,4,0,27,23,0,0,22,0,23,5,62,0,6,0,0,4,83,0,2,234,0,105,59,0,0,22
DEU,USA,2008,9,12,0,34,25,40,8,30,4,0,12,34,2,0,45,0,30,33,32,34,22,0,3,25,3,2,10,351,0,8,66,32,2,8
DEU,USA,2010,31,7,0,20,57,267,12,58,0,0,43,74,6,1,78,9,30,49,38,5,19,0,2,17,44,18,28,217,0,47,165,51,1,7
DEU,USA,2012,21,11,0,44,52,82,5,88,0,0,14,44,8,0,70,6,45,57,41,6,10,0,1,12,37,0,4,350,1,13,124,6,1,0
DEU,USA,2014,14,5,1,27,82,72,26,153,2,1,36,27,7,0,55,3,45,62,42,15,28,12,3,43,14,6,13,354,0,5,177,8,4,0
DEU,USA,2016,21,7,0,38,149,87,3,91,0,0,13,43,8,3,65,3,68,68,54,1,20,5,3,48,38,4,3,306,0,2,95,10,5,62
DEU,USA,2018,11,6,1,18,59,67,8,57,0,9,33,43,5,3,94,6,79,32,77,1,12,57,0,16,78,2,0,329,0,1,270,25,3,43
DEU,USA,2006,1,2,0,125,29,23,0,10,1,60,18,3,0,0,54,0,44,6,85,1,4,4,0,12,17,1,0,163,0,57,61,0,0,2
DEU,UZB,2004,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,UZB,2008,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,UZB,2010,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0
DEU,UZB,2018,0,0,0,0,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0
DEU,UZB,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
DEU,UZB,2016,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,UZB,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,VEN,2010,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,VEN,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
DEU,VEN,2008,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,VEN,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,VEN,2014,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,VEN,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,VEN,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,VNM,2004,1,3,0,0,0,0,0,12,0,0,2,2,0,0,2,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,4,0,0,0
DEU,VNM,2006,1,6,0,7,1,0,0,14,0,0,1,1,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEU,VNM,2008,2,7,0,33,0,1,0,5,0,12,0,2,0,0,1,0,2,8,1,0,9,0,0,3,0,0,0,25,0,0,2,4,0,0
DEU,VNM,2010,3,0,0,9,0,0,0,10,4,0,0,0,0,0,1,0,9,1,11,0,1,0,0,0,1,0,0,5,0,0,8,1,0,0
DEU,VNM,2012,2,3,0,0,0,0,0,5,0,0,0,2,0,0,0,0,2,5,22,0,0,0,0,0,4,0,0,37,0,0,3,0,0,0
DEU,VNM,2014,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26,0,2,4,0,12,5,0,0,4,0,0,9,0,0,0
DEU,VNM,2016,2,0,0,0,2,5,0,1,0,0,0,7,0,0,0,0,4,2,12,0,2,0,0,0,0,0,0,11,0,0,4,0,0,0
DEU,VNM,2018,3,0,0,5,0,20,0,5,0,0,0,0,0,0,1,0,1,3,46,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0
DEU,ZAF,2010,4,0,0,0,2,12,0,1,0,0,12,2,0,1,5,0,1,0,2,0,0,0,1,0,0,0,0,61,0,0,1,0,0,0
DEU,ZAF,2016,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,35,0,0,7,0,0,0
DEU,ZAF,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,20,0,0,4,1,0,0
DEU,ZAF,2006,0,0,0,6,0,8,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0
DEU,ZAF,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0
DEU,ZAF,2012,5,0,0,1,0,13,0,0,0,124,0,3,0,0,3,0,1,0,14,1,0,0,0,0,0,0,0,13,0,0,15,0,0,0
DEU,ZAF,2014,0,0,0,0,1,4,0,0,0,0,0,3,0,0,3,0,3,0,4,1,0,0,0,0,0,0,0,24,0,0,10,0,0,0
DEU,ZAF,2018,2,0,0,3,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0
DEU,ZMB,2010,0,0,0,0,0,38,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEU,ZMB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DNK,AGO,2010,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DNK,AGO,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0
DNK,AGO,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ALB,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AND,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ARE,2010,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DNK,ARE,2014,3,2,0,0,0,0,3,0,0,2,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ARE,2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ARE,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNK,ARE,2012,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
DNK,ARE,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ARE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DNK,ARE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ARG,2008,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ARG,2010,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
DNK,ARG,2016,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ARG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
DNK,ARG,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
DNK,ARG,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DNK,AUS,2014,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AUS,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNK,AUS,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AUS,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AUS,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
DNK,AUS,2004,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0
DNK,AUS,2008,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AUS,2012,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AUT,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DNK,AUT,2006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DNK,AUT,2008,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
DNK,AUT,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AUT,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AUT,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DNK,AUT,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AZE,2008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,AZE,2010,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BEL,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BEL,2008,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BEL,2012,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DNK,BEL,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0
DNK,BEL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
DNK,BEL,2010,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BEL,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BEL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGD,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGD,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGD,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGD,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGD,2008,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGR,2004,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGR,2006,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGR,2008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGR,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGR,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGR,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGR,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BGR,2012,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BHR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
DNK,BHR,2010,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DNK,BHR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
DNK,BHR,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BIH,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BIH,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BIH,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BIH,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BLR,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BLR,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BLR,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,BRA,2014,1,22,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
DNK,BRA,2012,2,0,0,16,0,0,0,0,0,2,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
DNK,BRA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,4,2,0,0
DNK,BRA,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
DNK,BRA,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
DNK,BRA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
DNK,BRA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DNK,BRN,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CAN,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CAN,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CAN,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CAN,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CAN,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0
DNK,CAN,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
DNK,CAN,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DNK,CAN,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHE,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHE,2008,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
DNK,CHE,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DNK,CHE,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHE,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHE,2018,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHE,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHL,2004,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DNK,CHL,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHL,2016,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CHL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
DNK,CHL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
